customer_id,segment,years_with_kite,policies_held,auto_renew,switches_last_3_years,comparison_quotes_last_renewal,days_letter_to_action,support_contacts_per_year,claims_last_5_years,premium_annual_eur,contents_sum_insured_eur,age_band,region,home_type,works_from_home
K-12195,Payer,4,2,yes,0,1,24,1,0,504,42000,45-54,Rest of Leinster,semi-detached,yes
K-12196,Switcher,2,2,no,1,4,5,1,0,339,31000,35-44,Dublin,terrace,no
K-12197,Payer,2,1,yes,0,0,15,0,0,450,24500,35-44,Ulster,terrace,no
K-12198,Payer,2,1,yes,0,1,5,2,0,560,52500,35-44,Rest of Leinster,detached,no
K-12199,Payer,3,1,yes,0,0,19,0,0,423,33000,25-34,Connacht,terrace,no
K-12200,Switcher,2,1,no,1,3,5,1,0,475,49500,25-34,Munster,detached,no
K-12201,Juggler,2,3,no,1,2,3,1,1,1165,43000,35-44,Connacht,semi-detached,yes
K-12202,Juggler,2,3,no,1,0,6,0,1,925,24500,65+,Ulster,apartment,no
K-12203,Payer,4,1,yes,0,0,19,0,1,502,32000,45-54,Dublin,bungalow,no
K-12204,Payer,3,1,yes,0,0,13,0,0,340,29000,45-54,Munster,apartment,no
K-12205,Payer,2,1,yes,0,0,15,1,0,606,43500,45-54,Dublin,detached,no
K-12206,Payer,4,2,yes,0,0,19,1,0,544,31000,25-34,Munster,semi-detached,no
K-12207,Payer,3,2,yes,0,0,5,1,0,446,42500,45-54,Munster,semi-detached,yes
K-12208,Juggler,4,4,no,1,2,4,1,0,1674,30000,35-44,Rest of Leinster,bungalow,yes
K-12209,Payer,4,1,yes,0,0,13,1,1,555,53000,35-44,Rest of Leinster,detached,yes
K-12210,Juggler,2,2,no,2,1,2,1,0,713,39000,45-54,Dublin,semi-detached,no
K-12211,Switcher,1,1,no,1,4,6,1,0,391,28500,55-64,Munster,semi-detached,no
K-12212,Juggler,3,3,no,1,2,16,2,1,1068,44000,45-54,Rest of Leinster,semi-detached,yes
K-12213,Switcher,1,1,no,2,4,2,0,0,410,38500,35-44,Connacht,semi-detached,no
K-12214,Juggler,4,2,no,1,2,14,1,0,749,27500,35-44,Dublin,terrace,no
K-12215,Juggler,1,3,yes,1,1,8,0,0,1042,36000,35-44,Dublin,terrace,no
K-12216,Switcher,1,1,no,1,3,4,0,0,383,33000,35-44,Munster,semi-detached,no
K-12217,Switcher,4,1,yes,3,3,7,0,0,335,32000,45-54,Rest of Leinster,terrace,no
K-12218,Payer,3,1,yes,0,1,23,2,0,542,46000,45-54,Dublin,detached,
K-12219,Payer,1,2,yes,0,0,15,1,1,604,50000,35-44,Dublin,detached,yes
K-12220,Juggler,2,2,yes,0,2,11,1,0,940,54000,35-44,Dublin,detached,no
K-12221,Juggler,4,4,yes,1,0,17,3,0,1396,36000,25-34,Dublin,semi-detached,no
K-12222,Payer,4,1,yes,1,0,6,1,0,340,29500,35-44,Rest of Leinster,apartment,no
K-12223,Switcher,1,1,no,2,5,4,0,0,386,41500,35-44,Dublin,semi-detached,no
K-12224,Payer,4,1,no,0,0,12,1,0,491,33000,45-54,Dublin,terrace,no
K-12225,Payer,4,1,yes,0,0,30,2,2,450,33500,25-34,Rest of Leinster,semi-detached,yes
K-12226,Payer,4,1,yes,1,0,17,0,0,577,42500,45-54,Munster,detached,
K-12227,Switcher,3,2,no,3,5,4,0,0,399,35000,35-44,Dublin,bungalow,yes
K-12228,Switcher,2,1,no,2,5,5,0,0,401,32000,35-44,Rest of Leinster,semi-detached,yes
K-12229,Juggler,3,4,yes,2,1,5,0,0,1408,34000,35-44,Dublin,semi-detached,yes
K-12230,Payer,3,1,yes,0,1,16,1,1,593,44500,45-54,Rest of Leinster,detached,
K-12231,Payer,4,2,no,0,0,14,1,0,507,24500,55-64,Rest of Leinster,terrace,
K-12232,Juggler,2,4,no,0,1,7,4,2,1413,35000,65+,Munster,semi-detached,yes
K-12233,Juggler,1,2,no,1,2,13,2,0,690,31000,35-44,Rest of Leinster,bungalow,yes
K-12234,Payer,3,1,yes,0,0,14,2,0,451,29000,25-34,Dublin,terrace,no
K-12235,Switcher,2,1,no,3,3,7,1,0,357,31500,45-54,Rest of Leinster,terrace,yes
K-12236,Juggler,1,3,yes,0,3,3,0,0,1109,39000,45-54,Connacht,semi-detached,yes
K-12237,Switcher,2,2,no,1,3,6,1,1,395,30000,65+,Munster,semi-detached,no
K-12238,Payer,3,1,yes,0,0,15,0,1,331,23000,25-34,Rest of Leinster,apartment,
K-12239,Payer,3,1,yes,0,0,11,0,0,535,29500,45-54,Ulster,semi-detached,
K-12240,Payer,4,1,yes,0,0,17,0,0,484,33000,25-34,Dublin,terrace,yes
K-12241,Switcher,1,1,no,3,3,1,0,1,429,53000,55-64,Ulster,detached,no
K-12242,Payer,3,2,yes,0,0,27,0,2,482,36500,35-44,Dublin,bungalow,no
K-12243,Payer,3,1,no,0,0,24,1,0,425,33500,35-44,Dublin,terrace,no
K-12244,Payer,3,1,yes,0,0,16,1,0,394,24500,55-64,Rest of Leinster,terrace,no
K-12245,Juggler,1,2,no,1,0,5,1,0,841,42000,35-44,Munster,detached,no
K-12246,Juggler,1,3,yes,1,3,12,2,0,891,22000,35-44,Dublin,apartment,no
K-12247,Switcher,1,1,yes,3,4,5,0,1,346,28000,45-54,Dublin,terrace,yes
K-12248,Switcher,1,1,no,3,3,1,1,0,369,33500,35-44,Munster,terrace,no
K-12249,Juggler,2,3,no,2,0,10,1,1,768,25500,55-64,Rest of Leinster,apartment,no
K-12250,Payer,3,1,yes,0,0,16,0,0,434,30000,55-64,Ulster,semi-detached,no
K-12251,Payer,2,1,yes,0,0,11,0,0,515,30500,65+,Dublin,semi-detached,no
K-12252,Juggler,2,3,no,0,1,11,2,0,1432,40500,45-54,Munster,detached,no
K-12253,Switcher,1,1,yes,2,5,5,0,1,318,24000,25-34,Munster,apartment,yes
K-12254,Payer,1,1,yes,0,0,9,2,0,504,29000,35-44,Ulster,bungalow,no
K-12255,Switcher,1,1,no,2,4,2,2,1,410,41000,65+,Dublin,semi-detached,no
K-12256,Payer,4,1,yes,0,0,23,0,1,451,37000,35-44,Dublin,semi-detached,yes
K-12257,Switcher,1,1,no,3,3,8,0,0,505,45500,45-54,Dublin,detached,yes
K-12258,Juggler,2,2,no,2,1,6,1,0,754,42000,35-44,Rest of Leinster,semi-detached,yes
K-12259,Switcher,1,2,no,1,5,6,0,0,516,42000,35-44,Munster,detached,yes
K-12260,Switcher,1,1,no,1,3,4,1,2,377,41500,55-64,Connacht,semi-detached,yes
K-12261,Switcher,1,1,yes,2,4,5,0,0,512,49500,35-44,Rest of Leinster,detached,yes
K-12262,Switcher,1,1,no,1,4,2,0,0,374,38500,45-54,Rest of Leinster,bungalow,yes
K-12263,Payer,4,1,yes,0,1,29,1,0,408,28000,35-44,Connacht,apartment,no
K-12264,Switcher,1,1,no,3,3,8,0,0,326,35500,45-54,Dublin,terrace,no
K-12265,Switcher,2,1,no,2,5,6,2,1,386,40000,45-54,Ulster,semi-detached,no
K-12266,Juggler,4,4,no,0,2,11,1,0,1172,23500,35-44,Dublin,apartment,no
K-12267,Payer,3,1,yes,0,0,15,1,0,528,41000,65+,Connacht,detached,no
K-12268,Juggler,4,2,yes,2,2,18,1,0,962,55000,45-54,Dublin,detached,yes
K-12269,Juggler,1,4,no,1,3,6,1,0,1429,34500,55-64,Munster,semi-detached,no
K-12270,Payer,3,1,yes,0,0,8,0,0,512,32500,25-34,Rest of Leinster,semi-detached,
K-12271,Juggler,2,3,no,0,3,14,2,0,908,36500,35-44,Dublin,terrace,yes
K-12272,Switcher,1,1,no,1,4,3,0,0,369,34000,45-54,Rest of Leinster,semi-detached,yes
K-12273,Switcher,1,2,no,2,4,7,0,0,306,24500,45-54,Rest of Leinster,apartment,no
K-12274,Switcher,1,1,no,2,4,5,0,0,535,36000,25-34,Rest of Leinster,detached,no
K-12275,Juggler,4,3,yes,1,1,9,2,0,1040,43000,35-44,Munster,semi-detached,yes
K-12276,Payer,3,1,yes,0,1,20,0,0,593,40000,45-54,Ulster,detached,yes
K-12277,Switcher,1,1,no,2,4,1,2,0,405,30000,65+,Rest of Leinster,semi-detached,no
K-12278,Payer,2,1,yes,0,1,21,0,0,409,30000,35-44,Dublin,semi-detached,yes
K-12279,Payer,4,1,yes,0,0,14,1,0,453,39000,35-44,Munster,semi-detached,yes
K-12280,Payer,2,1,yes,0,0,20,0,0,377,27000,55-64,Rest of Leinster,terrace,no
K-12281,Juggler,1,3,no,1,0,10,0,0,1024,32000,25-34,Munster,semi-detached,no
K-12282,Juggler,2,2,yes,0,2,9,0,0,720,37000,45-54,Munster,semi-detached,no
K-12283,Payer,4,2,no,0,1,7,1,0,678,41000,35-44,Rest of Leinster,detached,no
K-12284,Payer,2,1,yes,0,0,11,2,1,362,27500,25-34,Dublin,apartment,no
K-12285,Switcher,1,1,no,2,2,2,0,0,453,36000,35-44,Dublin,detached,no
K-12286,Payer,4,2,yes,0,0,22,0,1,694,49500,45-54,Rest of Leinster,detached,
K-12287,Payer,3,2,yes,0,0,14,2,0,601,46000,35-44,Rest of Leinster,detached,
K-12288,Switcher,2,1,no,2,4,3,0,0,436,35000,45-54,Dublin,semi-detached,no
K-12289,Switcher,1,1,no,3,3,1,2,0,376,26500,35-44,Rest of Leinster,terrace,yes
K-12290,Payer,4,2,yes,0,1,20,0,0,513,32000,25-34,Ulster,semi-detached,
K-12291,Juggler,3,4,no,0,3,11,1,0,1721,47000,65+,Rest of Leinster,detached,no
K-12292,Switcher,1,1,no,1,3,2,0,0,333,29500,25-34,Connacht,terrace,yes
K-12293,Payer,3,1,yes,0,0,11,1,1,435,38500,65+,Rest of Leinster,semi-detached,no
K-12294,Juggler,2,3,yes,0,1,13,0,0,1033,27000,35-44,Rest of Leinster,terrace,yes
K-12295,Switcher,2,1,no,2,3,7,1,0,431,34000,25-34,Dublin,semi-detached,no
K-12296,Juggler,3,2,yes,1,0,6,2,0,581,23000,65+,Rest of Leinster,apartment,no
K-12297,Payer,4,1,yes,0,1,7,0,0,499,39000,45-54,Connacht,semi-detached,no
K-12298,Juggler,4,2,no,1,1,2,2,0,649,34500,65+,Connacht,terrace,no
K-12299,Payer,3,1,yes,0,0,13,1,2,502,35500,55-64,Rest of Leinster,semi-detached,
K-12300,Payer,4,2,yes,0,1,14,1,0,488,43000,35-44,Ulster,bungalow,
K-12301,Switcher,1,1,yes,2,5,8,1,0,517,36500,35-44,Munster,detached,no
K-12302,Switcher,1,1,no,3,4,7,1,0,265,27500,45-54,Munster,apartment,no
K-12303,Switcher,1,1,no,3,4,1,1,0,472,38500,35-44,Munster,detached,no
K-12304,Switcher,2,1,no,2,5,2,1,0,284,21500,55-64,Connacht,apartment,no
K-12305,Payer,4,1,yes,1,0,11,0,0,490,30500,25-34,Dublin,semi-detached,no
K-12306,Payer,1,1,yes,1,1,10,1,0,433,40500,25-34,Dublin,semi-detached,no
K-12307,Switcher,4,1,no,2,5,3,0,0,446,47000,55-64,Rest of Leinster,detached,yes
K-12308,Payer,4,1,yes,0,0,13,0,0,523,38000,25-34,Dublin,semi-detached,
K-12309,Switcher,1,1,no,2,3,7,0,1,365,36500,35-44,Munster,semi-detached,no
K-12310,Switcher,1,1,no,1,4,4,0,0,352,31500,55-64,Dublin,semi-detached,no
K-12311,Payer,1,2,yes,1,0,22,0,0,481,45000,45-54,Rest of Leinster,detached,no
K-12312,Payer,1,1,yes,0,0,16,0,0,431,41500,65+,Munster,semi-detached,no
K-12313,Payer,4,1,yes,1,1,8,0,0,624,49500,35-44,Connacht,detached,
K-12314,Juggler,1,3,yes,1,2,12,4,0,1038,35500,35-44,Munster,semi-detached,yes
K-12315,Switcher,1,1,no,2,4,4,0,0,370,31000,35-44,Munster,terrace,yes
K-12316,Payer,4,1,yes,0,1,13,2,2,515,41500,25-34,Dublin,semi-detached,no
K-12317,Juggler,2,2,no,2,2,11,1,0,692,38000,35-44,Dublin,semi-detached,yes
K-12318,Juggler,2,3,no,1,1,12,0,0,986,28500,35-44,Munster,terrace,yes
K-12319,Payer,4,2,yes,0,0,21,0,1,679,41000,45-54,Rest of Leinster,detached,yes
K-12320,Juggler,3,2,yes,2,2,11,3,0,792,32000,45-54,Rest of Leinster,semi-detached,no
K-12321,Payer,4,1,yes,0,0,22,1,1,467,28000,45-54,Dublin,terrace,
K-12322,Switcher,1,1,no,1,4,8,1,0,463,48000,35-44,Rest of Leinster,detached,yes
K-12323,Switcher,1,2,yes,1,5,6,1,0,276,22500,45-54,Munster,apartment,yes
K-12324,Juggler,4,4,yes,2,0,10,3,0,1572,38000,25-34,Munster,semi-detached,yes
K-12325,Payer,1,2,yes,0,0,15,0,0,408,43500,25-34,Rest of Leinster,semi-detached,yes
K-12326,Switcher,4,1,no,3,3,3,0,0,393,35500,25-34,Dublin,terrace,yes
K-12327,Juggler,2,2,yes,0,2,12,4,0,691,28500,25-34,Munster,bungalow,no
K-12328,Payer,4,1,no,1,1,28,1,0,596,44000,25-34,Dublin,detached,
K-12329,Payer,2,1,yes,0,0,29,0,0,468,41500,35-44,Connacht,semi-detached,no
K-12330,Switcher,1,1,no,2,5,2,0,1,389,34500,45-54,Dublin,semi-detached,no
K-12331,Switcher,2,1,no,2,4,4,0,1,391,32000,55-64,Connacht,semi-detached,no
K-12332,Juggler,3,2,no,1,3,8,2,2,756,39500,35-44,Dublin,semi-detached,no
K-12333,Payer,4,1,yes,0,0,21,1,1,612,47000,65+,Dublin,detached,no
K-12334,Switcher,1,2,no,2,4,4,1,2,350,38000,25-34,Rest of Leinster,semi-detached,no
K-12335,Juggler,4,3,no,1,2,2,1,1,1069,41000,35-44,Rest of Leinster,semi-detached,no
K-12336,Payer,1,1,yes,0,1,18,1,0,405,33000,55-64,Connacht,semi-detached,no
K-12337,Switcher,4,2,yes,3,5,4,0,0,383,34500,25-34,Dublin,terrace,no
K-12338,Payer,2,1,no,0,0,18,2,0,379,36000,55-64,Munster,terrace,no
K-12339,Switcher,3,1,no,3,3,4,0,0,353,34500,55-64,Ulster,semi-detached,no
K-12340,Payer,3,1,yes,0,0,11,2,0,474,30000,45-54,Connacht,bungalow,yes
K-12341,Switcher,2,1,no,3,5,1,0,0,387,37000,35-44,Munster,semi-detached,yes
K-12342,Juggler,3,3,no,1,3,12,2,2,1011,31000,35-44,Rest of Leinster,semi-detached,yes
K-12343,Payer,4,1,yes,0,0,20,1,0,467,37000,55-64,Ulster,semi-detached,no
K-12344,Juggler,2,3,yes,0,1,3,1,0,962,25000,35-44,Dublin,terrace,no
K-12345,Payer,4,1,no,0,1,5,1,0,449,41500,55-64,Munster,semi-detached,
K-12346,Juggler,4,3,no,1,2,9,1,0,1450,47500,45-54,Rest of Leinster,detached,yes
K-12347,Switcher,1,1,no,2,3,6,0,0,318,22000,45-54,Connacht,apartment,no
K-12348,Switcher,3,1,no,3,2,2,1,0,434,33500,55-64,Munster,semi-detached,no
K-12349,Switcher,2,1,no,3,2,4,0,0,352,40000,65+,Rest of Leinster,bungalow,no
K-12350,Juggler,4,4,yes,1,2,9,1,0,1452,40000,45-54,Rest of Leinster,semi-detached,yes
K-12351,Payer,2,2,no,0,0,17,0,0,560,41000,45-54,Munster,detached,
K-12352,Payer,4,1,yes,0,0,6,0,2,510,37500,45-54,Rest of Leinster,terrace,
K-12353,Payer,4,1,yes,0,0,8,0,1,455,42000,35-44,Rest of Leinster,semi-detached,yes
K-12354,Payer,4,1,yes,0,0,16,0,0,408,24500,35-44,Dublin,terrace,no
K-12355,Payer,4,1,yes,0,0,12,1,1,502,40000,25-34,Dublin,semi-detached,no
K-12356,Payer,1,1,yes,0,0,15,0,0,455,38500,45-54,Munster,semi-detached,yes
K-12357,Payer,4,1,yes,0,0,22,0,1,652,44500,55-64,Dublin,detached,
K-12358,Switcher,3,1,no,2,3,4,0,0,399,40000,45-54,Dublin,semi-detached,no
K-12359,Switcher,4,1,no,1,4,1,2,0,315,27500,25-34,Munster,terrace,yes
K-12360,Payer,4,2,yes,0,0,14,0,0,463,34000,65+,Dublin,terrace,no
K-12361,Payer,4,1,no,1,0,26,0,0,539,40000,25-34,Munster,semi-detached,no
K-12362,Payer,3,1,yes,0,0,20,2,0,523,33500,55-64,Munster,semi-detached,yes
K-12363,Switcher,1,1,no,2,3,4,0,0,381,41500,55-64,Dublin,semi-detached,no
K-12364,Payer,4,1,yes,0,0,16,0,0,472,33000,45-54,Dublin,terrace,yes
K-12365,Switcher,1,1,no,3,3,3,0,2,423,33000,45-54,Connacht,bungalow,yes
K-12366,Payer,1,1,yes,1,0,11,0,1,360,27000,35-44,Dublin,apartment,no
K-12367,Switcher,1,1,no,3,4,4,0,0,398,36500,35-44,Ulster,semi-detached,yes
K-12368,Payer,2,2,yes,0,0,6,1,0,548,46500,25-34,Munster,detached,no
K-12369,Switcher,4,1,no,1,3,5,0,0,509,36500,65+,Ulster,detached,no
K-12370,Switcher,1,1,no,2,4,8,0,2,391,32000,55-64,Rest of Leinster,terrace,yes
K-12371,Switcher,2,1,no,1,5,4,1,0,379,26000,25-34,Dublin,terrace,yes
K-12372,Payer,2,1,yes,0,0,15,2,1,591,38500,45-54,Dublin,detached,no
K-12373,Switcher,3,1,no,3,4,4,1,0,404,38000,45-54,Dublin,semi-detached,yes
K-12374,Juggler,3,3,yes,1,1,9,0,0,1183,33500,25-34,Rest of Leinster,bungalow,yes
K-12375,Juggler,4,2,no,0,2,5,0,0,939,44500,65+,Connacht,detached,no
K-12376,Payer,1,1,yes,0,0,16,0,0,418,34000,25-34,Munster,terrace,no
K-12377,Payer,4,1,yes,0,0,15,1,1,623,52000,25-34,Rest of Leinster,detached,yes
K-12378,Payer,3,1,yes,0,1,10,1,1,342,22000,25-34,Munster,apartment,no
K-12379,Juggler,2,4,yes,1,2,10,2,0,1826,46000,35-44,Munster,detached,no
K-12380,Payer,4,1,yes,0,1,8,0,0,428,35000,55-64,Dublin,terrace,
K-12381,Switcher,1,1,no,2,3,7,1,0,413,28000,45-54,Ulster,semi-detached,no
K-12382,Payer,4,1,yes,0,0,5,0,1,460,33000,25-34,Dublin,terrace,no
K-12383,Switcher,3,1,no,2,4,5,0,0,505,39500,45-54,Rest of Leinster,detached,yes
K-12384,Payer,4,1,yes,0,0,10,0,1,517,30500,35-44,Dublin,semi-detached,no
K-12385,Switcher,4,1,no,2,2,7,0,0,469,39500,25-34,Munster,detached,yes
K-12386,Switcher,1,1,no,3,4,3,2,0,407,41500,35-44,Munster,semi-detached,no
K-12387,Payer,2,1,yes,0,0,6,1,1,372,28500,45-54,Dublin,apartment,yes
K-12388,Switcher,1,1,no,2,4,3,2,0,524,52000,45-54,Rest of Leinster,detached,yes
K-12389,Payer,4,1,yes,0,0,23,0,0,533,37500,65+,Rest of Leinster,semi-detached,no
K-12390,Switcher,3,1,no,2,5,7,0,0,477,54500,45-54,Connacht,detached,yes
K-12391,Switcher,1,1,no,3,3,6,1,1,342,36500,35-44,Connacht,terrace,yes
K-12392,Switcher,3,2,no,2,5,5,0,1,515,36000,25-34,Ulster,detached,no
K-12393,Payer,4,2,yes,0,0,17,1,0,558,28000,35-44,Dublin,semi-detached,
K-12394,Juggler,3,2,no,2,0,14,2,0,691,41000,45-54,Rest of Leinster,semi-detached,yes
K-12395,Switcher,1,1,no,2,4,4,0,0,277,25000,65+,Rest of Leinster,apartment,no
K-12396,Juggler,3,2,no,2,1,8,2,0,835,45500,55-64,Rest of Leinster,detached,no
K-12397,Payer,2,2,yes,0,0,18,0,0,342,26500,45-54,Dublin,apartment,
K-12398,Juggler,2,2,no,1,1,6,0,0,732,41500,45-54,Rest of Leinster,semi-detached,yes
K-12399,Switcher,2,1,no,1,3,7,1,0,364,38000,65+,Ulster,semi-detached,no
K-12400,Payer,1,1,yes,0,0,9,0,0,470,35500,45-54,Connacht,bungalow,yes
K-12401,Switcher,2,1,yes,2,4,4,1,0,383,27000,35-44,Connacht,terrace,yes
K-12402,Switcher,4,1,no,3,4,4,0,0,379,33000,45-54,Dublin,terrace,no
K-12403,Switcher,1,1,no,1,3,4,0,1,360,41500,45-54,Dublin,semi-detached,yes
K-12404,Payer,4,1,yes,0,0,17,1,0,424,29000,35-44,Ulster,apartment,
K-12405,Switcher,2,1,no,1,5,3,0,0,371,29000,45-54,Ulster,terrace,yes
K-12406,Juggler,2,4,yes,2,2,6,1,0,1897,49000,45-54,Munster,detached,no
K-12407,Switcher,1,1,no,1,5,7,2,1,427,49500,35-44,Ulster,detached,no
K-12408,Switcher,1,1,no,1,5,2,1,0,370,31500,45-54,Munster,bungalow,yes
K-12409,Switcher,1,1,no,2,3,1,1,2,358,42000,45-54,Rest of Leinster,semi-detached,no
K-12410,Juggler,2,3,no,0,1,10,2,0,1538,45500,55-64,Rest of Leinster,detached,no
K-12411,Payer,3,1,yes,0,0,18,0,0,432,34500,25-34,Rest of Leinster,terrace,yes
K-12412,Switcher,2,1,no,3,3,3,1,0,436,39000,35-44,Munster,detached,no
K-12413,Payer,3,1,yes,0,0,25,1,0,439,30500,35-44,Dublin,terrace,
K-12414,Payer,3,1,yes,0,0,23,0,0,324,24500,45-54,Rest of Leinster,apartment,
K-12415,Switcher,3,1,no,1,3,1,1,0,410,37000,25-34,Rest of Leinster,semi-detached,yes
K-12416,Payer,4,1,yes,0,0,19,1,0,505,32000,45-54,Dublin,terrace,yes
K-12417,Switcher,1,1,no,1,4,8,1,0,325,34500,45-54,Munster,terrace,no
K-12418,Juggler,3,2,yes,0,2,12,0,0,934,50500,25-34,Connacht,detached,yes
K-12419,Switcher,1,1,no,3,4,3,1,1,418,33500,35-44,Munster,semi-detached,yes
K-12420,Juggler,1,2,no,2,1,2,2,0,914,45500,35-44,Connacht,detached,no
K-12421,Payer,1,1,yes,0,0,18,1,0,430,26000,55-64,Ulster,terrace,
K-12422,Switcher,1,1,no,2,4,5,0,0,299,27500,45-54,Munster,apartment,yes
K-12423,Payer,2,1,yes,0,0,7,0,0,434,41500,25-34,Dublin,semi-detached,no
K-12424,Payer,4,1,yes,0,0,10,0,0,688,46500,35-44,Munster,detached,yes
K-12425,Payer,3,1,yes,0,1,23,0,0,465,38000,45-54,Dublin,semi-detached,yes
K-12426,Payer,2,1,yes,0,0,19,0,0,424,27500,25-34,Rest of Leinster,terrace,yes
K-12427,Payer,3,1,no,0,1,22,1,0,531,40500,25-34,Dublin,detached,no
K-12428,Switcher,1,1,no,1,2,6,0,1,374,42000,45-54,Munster,bungalow,no
K-12429,Juggler,3,2,yes,2,2,14,0,0,832,39000,35-44,Rest of Leinster,semi-detached,no
K-12430,Switcher,1,1,no,1,3,5,1,0,359,37500,45-54,Rest of Leinster,semi-detached,no
K-12431,Switcher,2,2,no,1,2,4,0,0,312,26000,45-54,Rest of Leinster,terrace,yes
K-12432,Juggler,4,3,no,1,2,11,1,0,1094,29000,55-64,Dublin,terrace,no
K-12433,Switcher,1,1,yes,2,3,4,0,0,457,52000,55-64,Rest of Leinster,detached,yes
K-12434,Switcher,1,1,no,2,4,3,0,0,401,33000,55-64,Dublin,bungalow,no
K-12435,Payer,3,1,yes,0,0,10,0,0,389,25500,35-44,Dublin,terrace,yes
K-12436,Payer,4,1,yes,0,0,15,0,0,618,46000,25-34,Munster,detached,no
K-12437,Switcher,2,2,no,3,3,2,1,0,295,24000,35-44,Rest of Leinster,apartment,
K-12438,Juggler,4,2,no,1,1,10,0,0,735,31500,35-44,Munster,terrace,no
K-12439,Switcher,1,1,no,2,4,1,1,0,378,28500,55-64,Connacht,terrace,no
K-12440,Payer,3,1,yes,0,0,12,1,0,522,28000,45-54,Dublin,semi-detached,no
K-12441,Juggler,2,2,yes,2,2,12,4,0,644,34000,25-34,Munster,terrace,no
K-12442,Juggler,1,4,yes,1,2,13,3,0,1608,35500,25-34,Dublin,semi-detached,no
K-12443,Juggler,3,4,no,2,1,3,2,0,1114,20500,45-54,Munster,apartment,no
K-12444,Juggler,3,2,no,1,2,8,0,0,720,32000,55-64,Rest of Leinster,semi-detached,no
K-12445,Juggler,3,3,no,2,2,11,1,0,1543,46000,35-44,Munster,detached,yes
K-12446,Juggler,2,3,no,1,2,10,1,0,951,37000,35-44,Rest of Leinster,terrace,yes
K-12447,Switcher,1,1,no,1,4,4,0,0,372,42000,55-64,Connacht,semi-detached,no
K-12448,Juggler,4,4,yes,1,3,15,2,0,1418,29000,55-64,Munster,terrace,no
K-12449,Switcher,1,2,no,3,5,2,2,0,433,40000,35-44,Munster,semi-detached,no
K-12450,Payer,4,1,yes,0,0,6,1,0,505,33500,35-44,Dublin,semi-detached,
K-12451,Payer,2,1,no,0,1,16,1,1,375,26500,45-54,Rest of Leinster,terrace,yes
K-12452,Juggler,4,3,no,0,1,9,0,0,1017,25500,55-64,Dublin,terrace,no
K-12453,Juggler,2,3,no,1,2,14,4,0,1340,51500,25-34,Munster,detached,yes
K-12454,Juggler,2,4,no,1,2,9,2,0,1568,31500,35-44,Dublin,semi-detached,no
K-12455,Switcher,2,1,no,1,3,7,1,0,320,28000,35-44,Dublin,apartment,yes
K-12456,Switcher,1,1,no,2,4,6,1,0,318,36500,45-54,Munster,terrace,yes
K-12457,Payer,1,2,no,0,0,21,2,0,458,33500,55-64,Dublin,bungalow,no
K-12458,Payer,2,1,yes,0,0,16,1,0,525,37000,35-44,Munster,bungalow,no
K-12459,Payer,3,1,no,0,0,12,2,2,537,35500,35-44,Munster,semi-detached,yes
K-12460,Payer,3,2,yes,0,1,25,1,0,440,27000,55-64,Rest of Leinster,terrace,
K-12461,Payer,3,1,yes,0,0,20,2,0,592,50000,55-64,Dublin,detached,no
K-12462,Payer,2,1,yes,0,0,10,1,0,376,27500,25-34,Dublin,apartment,
K-12463,Payer,2,1,yes,1,0,16,0,1,423,39000,35-44,Connacht,semi-detached,yes
K-12464,Payer,4,1,no,0,0,19,0,1,557,54500,45-54,Rest of Leinster,detached,yes
K-12465,Payer,3,1,yes,0,0,19,1,0,400,26000,45-54,Munster,terrace,no
K-12466,Payer,3,1,yes,0,1,17,0,0,398,32500,25-34,Rest of Leinster,terrace,no
K-12467,Switcher,2,1,no,3,4,3,2,0,520,39500,55-64,Dublin,detached,
K-12468,Switcher,2,1,no,2,4,5,0,0,356,32000,55-64,Connacht,terrace,no
K-12469,Switcher,1,1,no,3,2,3,1,0,515,44000,35-44,Munster,detached,no
K-12470,Payer,4,1,yes,0,0,22,0,0,398,20500,55-64,Rest of Leinster,apartment,no
K-12471,Juggler,2,2,yes,2,2,10,1,0,1041,49500,45-54,Connacht,detached,yes
K-12472,Switcher,2,1,no,3,3,2,2,1,492,52500,35-44,Dublin,detached,yes
K-12473,Payer,3,1,yes,0,0,20,2,0,568,50500,45-54,Munster,detached,yes
K-12474,Payer,1,2,yes,0,0,12,1,0,464,31000,65+,Dublin,semi-detached,
K-12475,Payer,4,1,yes,1,0,15,0,0,602,44000,45-54,Ulster,detached,no
K-12476,Juggler,2,3,no,0,1,10,2,1,1473,49000,45-54,Connacht,detached,no
K-12477,Payer,4,1,yes,0,0,23,0,0,349,26500,35-44,Connacht,apartment,no
K-12478,Juggler,4,3,yes,0,1,7,1,0,1120,34500,25-34,Connacht,semi-detached,yes
K-12479,Payer,4,1,yes,0,0,19,0,0,443,31000,45-54,Dublin,terrace,no
K-12480,Switcher,3,1,no,2,2,6,0,0,347,35000,35-44,Dublin,semi-detached,no
K-12481,Payer,1,1,yes,0,1,15,1,0,405,35000,45-54,Ulster,terrace,yes
K-12482,Switcher,1,1,no,1,2,4,0,0,372,39000,55-64,Munster,semi-detached,no
K-12483,Payer,2,1,yes,0,0,15,2,0,405,36500,35-44,Ulster,terrace,yes
K-12484,Switcher,2,1,no,2,4,2,1,0,279,21500,25-34,Dublin,apartment,no
