agent,task,cost,seconds,handed_back,run
Cato,Checking,385,324,no,2026-08-26
Sam,Checking,56,236,yes,2026-08-09
Cato,Checking,42,-60,no,2026-07-19
Vera,Checking,370,428,yes,2026-07-19
Cato,Writing,-46,349,yes,2026-08-17
Lena,Research,294,214,yes,2026-07-18
Lena,Checking,415,146,no,2026-09-17
Sam,Checking,233,332,no,2026-09-15
Sam,Writing,471,474,no,2026-07-01
Cato,Research,152,104,yes,2026-06-07
Sam,Checking,64,-59,no,2026-08-27
Cato,Checking,237,341,no,2026-08-11
Cato,Reporting,-9,381,no,2026-07-01
Sam,Checking,336,359,yes,2026-06-24
Cato,Checking,358,267,yes,2026-06-20
Lena,Reporting,292,153,yes,2026-08-28
Vera,Writing,320,484,no,2026-06-13
Cato,Writing,145,281,yes,2026-08-10
Cato,Checking,75,-13,no,2026-05-30
Sam,Writing,355,306,no,2026-06-01
Cato,Research,-41,406,no,2026-09-20
Sam,Checking,290,182,no,2026-05-28
Sam,Checking,276,302,yes,2026-08-26
Cato,Checking,235,267,no,2026-09-16
Sam,Checking,314,366,no,2026-07-28
Cato,Writing,120,298,yes,2026-06-15
Lena,Writing,94,43,yes,2026-06-05
Vera,Writing,250,471,no,2026-06-27
Sam,Writing,-23,355,no,2026-09-11
Sam,Research,284,274,no,2026-08-28
Sam,Checking,383,296,yes,2026-06-29
Cato,Writing,300,160,no,2026-07-15
Cato,Checking,478,389,no,2026-08-25
Cato,Writing,111,280,no,2026-06-11
Sam,Reporting,103,124,yes,2026-07-13
Vera,Writing,238,445,no,2026-07-01
Lena,Checking,-18,254,yes,2026-09-01
Vera,Research,306,245,no,2026-08-22
Sam,Checking,252,288,yes,2026-07-02
Sam,Checking,271,198,no,2026-08-29
Cato,Checking,288,494,no,2026-06-28
Sam,Checking,221,221,yes,2026-08-28
Cato,Research,49,-91,yes,2026-06-21
Vera,Writing,207,360,no,2026-07-13
Cato,Research,101,367,no,2026-07-10
Cato,Checking,274,320,yes,2026-08-12
Lena,Reporting,380,300,no,2026-09-08
Cato,Checking,148,145,yes,2026-08-27
Lena,Checking,345,471,yes,2026-05-30
Cato,Checking,127,257,no,2026-07-31
Cato,Writing,102,94,no,2026-06-03
Vera,Checking,258,430,no,2026-07-18
Vera,Reporting,-14,424,no,2026-06-06
Cato,Checking,291,231,yes,2026-08-04
Cato,Reporting,375,315,yes,2026-08-25
Lena,Checking,239,243,no,2026-08-05
Sam,Research,388,467,no,2026-05-31
Sam,Checking,43,91,no,2026-09-14
Cato,Checking,-9,-90,yes,2026-08-27
Vera,Research,222,450,yes,2026-07-25
Sam,Writing,130,290,no,2026-08-10
Sam,Research,355,359,yes,2026-06-30
Vera,Writing,221,183,no,2026-09-03
Cato,Writing,105,222,yes,2026-09-05
Lena,Reporting,459,289,yes,2026-06-30
Sam,Writing,215,281,yes,2026-06-25
Cato,Checking,123,65,yes,2026-07-31
Lena,Research,368,350,yes,2026-07-16
Cato,Research,-46,243,no,2026-06-13
Sam,Reporting,345,213,no,2026-08-15
Cato,Checking,363,233,no,2026-09-19
Cato,Reporting,232,321,no,2026-07-30
Vera,Checking,463,425,yes,2026-08-18
Cato,Checking,61,154,no,2026-06-24
Sam,Research,122,-39,no,2026-08-04
Cato,Reporting,187,370,no,2026-08-18
Sam,Writing,65,211,no,2026-09-19
Cato,Writing,303,286,yes,2026-08-29
Cato,Checking,276,216,yes,2026-08-08
Cato,Checking,304,328,no,2026-06-24
Vera,Research,311,388,yes,2026-07-13
Cato,Checking,129,90,yes,2026-05-28
Lena,Checking,2,109,yes,2026-06-24
Cato,Checking,376,448,no,2026-07-28
Sam,Writing,-59,280,yes,2026-06-08
Cato,Checking,336,257,yes,2026-07-05
Sam,Checking,251,345,no,2026-07-12
Cato,Reporting,180,162,no,2026-07-13
Lena,Reporting,391,337,no,2026-06-03
Sam,Reporting,188,289,yes,2026-05-27
Cato,Research,14,-5,no,2026-06-10
Lena,Checking,373,319,no,2026-08-08
Sam,Checking,60,383,yes,2026-08-21
Cato,Research,259,259,no,2026-08-23
Vera,Checking,239,309,yes,2026-07-06
Cato,Reporting,164,158,yes,2026-07-15
Sam,Research,416,468,no,2026-09-07
Cato,Reporting,110,137,no,2026-06-01
Sam,Checking,86,-20,no,2026-08-04
Cato,Checking,303,489,yes,2026-07-19
Sam,Checking,127,285,no,2026-07-19
Cato,Research,377,367,no,2026-08-21
Lena,Checking,330,327,no,2026-08-29
Cato,Checking,126,243,no,2026-06-26
Vera,Writing,429,372,yes,2026-07-06
Cato,Checking,186,243,yes,2026-05-24
Sam,Writing,113,-65,no,2026-09-18
Lena,Checking,185,447,yes,2026-05-26
Lena,Research,-15,379,yes,2026-08-10
Cato,Checking,225,306,no,2026-09-15
Cato,Writing,331,127,no,2026-05-25
Cato,Checking,221,270,no,2026-06-10
Cato,Reporting,457,335,yes,2026-07-10
Sam,Checking,186,90,yes,2026-09-17
Lena,Checking,139,68,yes,2026-07-30
Cato,Checking,381,299,no,2026-07-16
Cato,Research,-52,314,no,2026-08-22
Sam,Research,303,223,no,2026-09-15
Sam,Checking,255,200,yes,2026-06-06
Sam,Checking,181,219,no,2026-06-09
Cato,Checking,457,390,no,2026-07-10
Cato,Reporting,227,285,no,2026-07-07
Cato,Research,105,99,no,2026-07-25
Cato,Writing,235,434,yes,2026-09-06
Lena,Writing,96,332,no,2026-09-17
Sam,Writing,291,348,no,2026-07-02
Cato,Checking,397,315,yes,2026-06-15
Sam,Writing,126,171,yes,2026-08-19
Cato,Research,332,388,no,2026-08-16
Cato,Checking,187,275,yes,2026-08-07
Cato,Reporting,63,-33,yes,2026-06-05
Cato,Checking,216,396,yes,2026-06-04
Sam,Checking,36,249,no,2026-06-13
Sam,Writing,294,373,no,2026-05-27
Cato,Checking,290,244,no,2026-07-29
Cato,Reporting,284,190,yes,2026-08-15
Cato,Checking,392,457,no,2026-05-24
Vera,Checking,83,231,no,2026-08-17
Cato,Checking,13,21,yes,2026-06-30
Vera,Writing,296,481,no,2026-06-07
Cato,Research,-60,301,yes,2026-08-27
Sam,Checking,250,222,no,2026-08-22
Lena,Writing,252,344,no,2026-08-13
Cato,Research,136,188,yes,2026-07-08
Cato,Writing,298,401,no,2026-06-03
Cato,Checking,211,238,yes,2026-06-21
Cato,Checking,50,42,no,2026-09-14
Lena,Writing,303,392,yes,2026-05-31
Sam,Checking,-29,332,no,2026-05-26
Sam,Writing,289,356,no,2026-06-23
Sam,Checking,322,292,yes,2026-07-22
Cato,Writing,304,249,yes,2026-05-25
Cato,Checking,400,317,no,2026-06-26
Sam,Checking,200,311,yes,2026-08-30
Sam,Checking,35,21,no,2026-09-07
Sam,Writing,259,319,yes,2026-06-08
Cato,Research,-20,296,yes,2026-07-01
Sam,Reporting,195,215,no,2026-09-07
Vera,Checking,389,143,no,2026-09-06
Sam,Checking,110,154,yes,2026-07-22
Vera,Checking,416,496,yes,2026-08-03
Cato,Checking,233,221,yes,2026-07-21
Cato,Checking,-36,23,no,2026-06-02
Cato,Writing,293,389,yes,2026-08-02
Sam,Checking,56,266,no,2026-07-24
Sam,Checking,324,199,no,2026-07-26
Cato,Reporting,244,165,yes,2026-06-05
Vera,Reporting,244,207,no,2026-07-14
Cato,Checking,460,454,no,2026-08-21
Cato,Checking,113,303,yes,2026-06-21
Lena,Checking,-2,123,no,2026-09-02
Lena,Checking,266,476,no,2026-09-02
Lena,Checking,59,393,yes,2026-08-28
Cato,Checking,279,215,yes,2026-06-29
Cato,Checking,301,334,no,2026-08-04
Cato,Research,146,317,no,2026-09-12
Cato,Writing,464,407,no,2026-07-18
Cato,Research,112,126,yes,2026-07-11
Lena,Writing,83,110,yes,2026-06-05
Cato,Writing,193,390,yes,2026-08-05
Lena,Writing,-70,319,no,2026-07-16
Sam,Writing,221,369,no,2026-07-26
Cato,Research,287,172,no,2026-06-22
Vera,Writing,141,263,no,2026-09-18
Vera,Writing,411,291,yes,2026-08-01
Cato,Writing,209,209,yes,2026-08-16
Sam,Checking,-7,42,yes,2026-06-16
Vera,Writing,373,450,no,2026-08-08
Sam,Reporting,-9,284,no,2026-06-09
Sam,Checking,320,387,no,2026-06-23
Vera,Checking,325,252,no,2026-06-10
Cato,Checking,108,208,no,2026-06-26
Cato,Writing,409,458,yes,2026-06-01
Lena,Checking,99,180,yes,2026-07-07
Lena,Checking,148,-73,no,2026-06-12
Sam,Writing,359,381,yes,2026-08-04
Sam,Writing,-29,196,no,2026-07-01
Cato,Checking,330,379,no,2026-07-13
Cato,Checking,411,312,no,2026-07-10
Cato,Research,234,330,no,2026-07-19
Vera,Checking,383,380,yes,2026-07-02
Cato,Checking,32,88,yes,2026-08-21
Cato,Checking,53,0,yes,2026-05-27
Cato,Checking,365,412,no,2026-06-19
Cato,Checking,95,333,no,2026-07-26
Cato,Checking,325,334,no,2026-06-06
Vera,Writing,240,161,no,2026-08-26
Cato,Checking,301,294,no,2026-06-25
Cato,Writing,382,487,no,2026-06-05
Cato,Checking,71,150,no,2026-09-10
Cato,Checking,109,38,no,2026-08-24
Vera,Checking,192,382,no,2026-07-10
Vera,Checking,-65,239,no,2026-09-03
Cato,Checking,369,366,no,2026-07-05
Lena,Reporting,346,269,no,2026-07-21
Sam,Writing,174,239,yes,2026-06-01
Sam,Checking,422,399,no,2026-08-16
Sam,Reporting,85,164,no,2026-05-25
Sam,Checking,68,-97,no,2026-08-26
Cato,Research,370,390,yes,2026-06-18
Cato,Writing,100,385,yes,2026-08-27
Vera,Checking,321,282,no,2026-08-26
Cato,Research,303,308,yes,2026-08-16
Vera,Checking,103,287,no,2026-08-06
Cato,Checking,301,431,yes,2026-07-18
Lena,Checking,198,107,no,2026-09-08
Cato,Checking,29,-2,yes,2026-09-12
Cato,Checking,376,354,yes,2026-09-11
Cato,Checking,134,225,no,2026-08-03
Cato,Checking,383,208,yes,2026-07-07
Cato,Checking,294,215,no,2026-09-06
Cato,Checking,151,220,no,2026-09-03
Lena,Checking,312,477,yes,2026-07-17
Lena,Research,206,149,no,2026-09-04
Cato,Checking,30,47,yes,2026-08-01
Cato,Research,367,401,no,2026-05-27
Cato,Reporting,64,238,yes,2026-08-10
Cato,Research,302,212,yes,2026-06-28
Sam,Writing,392,161,yes,2026-06-27
Sam,Writing,146,193,yes,2026-09-06
Cato,Checking,276,423,no,2026-08-16
Cato,Research,78,295,yes,2026-07-11
Cato,Checking,7,-68,no,2026-06-16
Cato,Research,369,400,no,2026-08-21
Cato,Research,77,381,yes,2026-09-06
Cato,Writing,210,221,yes,2026-07-13
Sam,Research,330,176,yes,2026-08-04
Cato,Writing,305,133,yes,2026-07-24
Sam,Checking,456,427,no,2026-07-26
Cato,Checking,137,203,no,2026-09-01
Lena,Checking,-32,22,yes,2026-06-18
Vera,Writing,379,353,no,2026-07-02
Cato,Writing,-19,257,yes,2026-09-03
Vera,Checking,364,345,no,2026-08-06
Cato,Research,316,349,no,2026-08-30
Cato,Reporting,223,131,yes,2026-05-30
Cato,Checking,343,452,no,2026-08-30
Sam,Reporting,53,93,yes,2026-09-02
Sam,Checking,78,-63,no,2026-09-16
Cato,Reporting,223,361,no,2026-08-11
Cato,Checking,-62,328,no,2026-08-27
Cato,Checking,235,247,yes,2026-07-12
Cato,Research,254,273,yes,2026-08-19
Cato,Checking,145,353,no,2026-07-21
Cato,Writing,289,482,yes,2026-08-04
Sam,Research,131,297,no,2026-06-27
Sam,Checking,77,-25,yes,2026-06-06
Cato,Checking,363,317,yes,2026-07-06
Sam,Writing,-15,367,no,2026-09-20
Sam,Research,252,363,no,2026-09-03
Cato,Checking,359,124,yes,2026-06-29
Sam,Checking,230,295,no,2026-08-04
Vera,Checking,273,482,yes,2026-06-18
Vera,Writing,224,274,no,2026-06-29
Cato,Reporting,67,-96,yes,2026-07-01
Cato,Writing,306,409,yes,2026-05-31
Cato,Checking,-11,377,yes,2026-07-10
Cato,Checking,351,379,yes,2026-09-06
Cato,Checking,221,124,yes,2026-07-08
Sam,Checking,140,186,yes,2026-05-27
Vera,Checking,285,416,yes,2026-09-16
Vera,Writing,202,213,yes,2026-08-08
Cato,Reporting,-26,-53,yes,2026-06-25
Cato,Checking,354,415,no,2026-07-22
Cato,Reporting,-69,356,no,2026-05-29
Lena,Writing,381,314,no,2026-09-07
Cato,Checking,386,223,yes,2026-09-01
Vera,Research,283,353,no,2026-06-21
Lena,Research,460,430,yes,2026-08-16
Cato,Checking,191,292,no,2026-06-17
Cato,Checking,163,53,yes,2026-06-12
Sam,Research,305,293,no,2026-08-27
Cato,Checking,31,322,no,2026-07-12
Cato,Checking,302,351,yes,2026-06-07
Vera,Research,361,308,yes,2026-08-25
Sam,Writing,191,335,no,2026-07-08
Cato,Reporting,337,419,yes,2026-08-26
Cato,Checking,150,248,yes,2026-08-17
Sam,Checking,22,70,no,2026-07-09
Sam,Checking,303,439,no,2026-06-05
Cato,Reporting,43,215,yes,2026-07-01
Lena,Writing,345,266,yes,2026-07-28
Cato,Writing,370,301,no,2026-08-10
Vera,Checking,250,260,no,2026-06-23
Cato,Checking,360,448,yes,2026-08-24
Cato,Reporting,200,154,no,2026-09-09
Vera,Research,138,112,yes,2026-06-04
Sam,Reporting,330,381,yes,2026-08-28
Vera,Reporting,58,293,no,2026-09-06
Sam,Writing,328,194,yes,2026-07-18
Lena,Checking,378,216,yes,2026-07-13
Sam,Research,145,331,no,2026-06-08
Cato,Checking,391,298,yes,2026-05-27
Sam,Writing,57,158,yes,2026-05-31
Sam,Checking,167,69,no,2026-06-15
Lena,Research,377,448,yes,2026-08-01
Lena,Reporting,73,362,no,2026-06-26
Cato,Reporting,240,254,no,2026-08-06
Vera,Checking,251,264,yes,2026-06-06
Cato,Checking,256,133,yes,2026-08-09
Sam,Reporting,431,460,yes,2026-05-28
Lena,Checking,232,84,no,2026-09-04
Cato,Reporting,-7,61,no,2026-07-20
Cato,Reporting,376,478,yes,2026-07-25
Cato,Checking,-14,414,no,2026-05-29
Cato,Writing,242,352,no,2026-06-28
Sam,Writing,287,141,no,2026-08-07
Cato,Checking,287,283,no,2026-07-19
Cato,Checking,417,449,no,2026-08-02
Cato,Checking,235,234,yes,2026-08-08
Cato,Checking,60,-71,no,2026-07-01
Vera,Writing,343,414,no,2026-06-10
Cato,Writing,17,346,no,2026-07-01
Cato,Reporting,235,348,no,2026-08-18
Cato,Reporting,348,236,no,2026-08-27
Cato,Checking,161,171,no,2026-08-05
Sam,Writing,453,448,yes,2026-08-19
Cato,Checking,120,186,yes,2026-08-20
Cato,Checking,52,13,no,2026-06-07
Cato,Checking,195,433,no,2026-09-10
Sam,Checking,18,284,yes,2026-07-30
Sam,Checking,386,331,no,2026-08-20
Sam,Checking,324,345,no,2026-05-27
Cato,Reporting,275,195,no,2026-06-21
Vera,Research,371,375,no,2026-09-04
Vera,Research,215,160,yes,2026-08-18
Vera,Checking,67,32,yes,2026-08-17
Cato,Research,357,376,no,2026-09-12
Vera,Reporting,54,369,yes,2026-06-07
Cato,Writing,304,269,yes,2026-06-18
Cato,Checking,393,214,no,2026-08-16
Cato,Checking,127,352,yes,2026-08-29
Cato,Writing,453,371,no,2026-06-21
Sam,Checking,146,285,no,2026-07-16
Sam,Writing,25,-28,no,2026-09-02
Cato,Checking,225,438,no,2026-07-05
Cato,Writing,107,201,no,2026-07-01
Sam,Writing,189,300,yes,2026-08-28
Cato,Checking,404,126,yes,2026-09-16
Lena,Writing,305,223,no,2026-07-30
Cato,Checking,460,441,no,2026-09-15
Cato,Research,232,226,no,2026-06-26
Sam,Reporting,-35,-49,no,2026-07-26
Cato,Research,304,435,no,2026-05-31
Vera,Reporting,54,223,no,2026-06-09
Sam,Checking,344,352,yes,2026-08-17
Vera,Research,291,244,no,2026-05-24
Cato,Checking,184,212,no,2026-06-25
Sam,Research,315,420,yes,2026-08-25
Cato,Writing,201,308,no,2026-06-18
Cato,Reporting,155,-23,yes,2026-07-07
Cato,Research,188,301,yes,2026-05-30
Cato,Reporting,-48,392,no,2026-07-14
Cato,Checking,190,351,yes,2026-07-16
Vera,Writing,304,127,yes,2026-07-06
Lena,Research,148,173,no,2026-06-09
Cato,Writing,397,488,no,2026-07-05
Cato,Writing,221,298,yes,2026-08-16
Sam,Checking,133,76,no,2026-07-13
Cato,Checking,364,433,no,2026-08-27
Vera,Research,84,293,no,2026-07-16
Cato,Checking,272,238,yes,2026-08-15
Vera,Writing,278,205,no,2026-09-09
Cato,Research,209,189,no,2026-09-01
Sam,Checking,345,316,no,2026-07-02
Cato,Checking,176,104,yes,2026-07-29
Cato,Checking,17,-91,yes,2026-07-05
Cato,Reporting,356,385,no,2026-06-20
Sam,Writing,124,203,yes,2026-09-15
Sam,Checking,275,244,yes,2026-07-12
Lena,Reporting,214,305,yes,2026-08-27
Cato,Checking,148,242,yes,2026-06-06
Vera,Writing,381,407,no,2026-08-08
Cato,Reporting,147,260,no,2026-08-15
Cato,Writing,62,-82,yes,2026-07-10
Cato,Checking,207,308,yes,2026-08-22
Cato,Checking,4,284,yes,2026-05-28
Cato,Checking,349,245,no,2026-07-16
Sam,Reporting,279,193,no,2026-09-15
Vera,Writing,204,330,no,2026-06-13
Cato,Research,292,490,no,2026-08-26
Cato,Checking,51,117,yes,2026-06-05
Sam,Research,110,122,yes,2026-08-17
Cato,Writing,366,319,yes,2026-09-08
Lena,Checking,109,243,yes,2026-08-09
Lena,Research,202,316,no,2026-07-16
Lena,Research,242,293,yes,2026-08-18
Sam,Checking,136,234,yes,2026-05-29
Cato,Research,340,299,no,2026-09-11
Lena,Research,56,244,yes,2026-07-13
Cato,Reporting,114,70,yes,2026-09-19
Sam,Writing,322,283,no,2026-07-15
Lena,Writing,-52,335,no,2026-05-29
Sam,Writing,291,206,no,2026-08-12
Sam,Checking,368,282,yes,2026-06-05
Cato,Checking,245,132,yes,2026-07-23
Lena,Checking,441,410,yes,2026-06-28
Sam,Writing,68,96,yes,2026-07-13
Cato,Checking,103,-8,no,2026-05-25
Sam,Checking,222,290,no,2026-07-16
Vera,Research,32,252,no,2026-06-10
Sam,Research,247,388,no,2026-05-30
Cato,Checking,272,309,no,2026-09-07
Cato,Checking,135,132,yes,2026-07-16
Cato,Checking,400,308,yes,2026-08-17
Lena,Reporting,123,120,yes,2026-08-12
Lena,Writing,35,110,yes,2026-08-14
Sam,Research,253,423,no,2026-07-22
Cato,Checking,-64,211,no,2026-08-11
Vera,Reporting,228,302,yes,2026-08-09
Cato,Writing,306,238,no,2026-09-20
Lena,Checking,142,281,no,2026-08-12
Cato,Writing,317,491,no,2026-06-10
Cato,Writing,164,228,yes,2026-06-11
Lena,Checking,132,-44,no,2026-07-21
Sam,Checking,188,445,no,2026-07-27
Sam,Writing,47,265,yes,2026-06-09
Cato,Reporting,297,222,no,2026-07-14
Cato,Checking,265,158,no,2026-06-29
Cato,Checking,171,305,no,2026-07-01
Cato,Research,276,322,yes,2026-06-07
Cato,Writing,119,161,no,2026-07-08
Cato,Research,136,67,no,2026-08-28
Sam,Checking,295,285,yes,2026-06-11
Cato,Writing,22,234,no,2026-07-22
Sam,Writing,221,286,yes,2026-06-19
Cato,Checking,258,267,yes,2026-08-25
Cato,Checking,301,287,no,2026-08-01
Cato,Checking,301,329,yes,2026-06-08
Vera,Reporting,41,160,no,2026-08-09
Cato,Checking,68,110,no,2026-06-13
Vera,Checking,247,374,yes,2026-08-26
Cato,Checking,48,334,no,2026-06-17
Cato,Checking,259,234,yes,2026-09-04
Cato,Checking,400,183,no,2026-06-01
Cato,Reporting,249,358,yes,2026-08-08
Cato,Writing,419,427,yes,2026-08-23
Sam,Writing,38,227,yes,2026-08-13
Sam,Writing,118,-34,yes,2026-08-07
Lena,Writing,308,407,no,2026-09-09
Cato,Checking,56,280,no,2026-05-28
Cato,Reporting,332,320,no,2026-09-14
Cato,Checking,243,196,no,2026-08-28
Cato,Writing,210,185,no,2026-06-11
Vera,Checking,292,282,no,2026-08-01
Sam,Checking,128,129,yes,2026-08-12
Cato,Checking,79,-32,yes,2026-07-06
Cato,Checking,374,265,no,2026-07-15
Cato,Checking,7,244,no,2026-06-11
Sam,Checking,319,313,yes,2026-07-24
Cato,Writing,218,321,no,2026-07-07
Sam,Checking,182,174,yes,2026-05-25
Lena,Writing,476,289,yes,2026-08-07
Cato,Reporting,85,191,yes,2026-06-10
Cato,Reporting,-30,28,yes,2026-08-10
Sam,Writing,328,344,no,2026-06-26
Cato,Checking,55,263,yes,2026-08-30
Cato,Checking,296,374,yes,2026-08-05
Cato,Reporting,368,312,yes,2026-07-18
Sam,Writing,102,267,yes,2026-09-11
Cato,Writing,370,354,no,2026-07-15
Cato,Writing,149,138,no,2026-06-30
Cato,Checking,62,57,yes,2026-08-27
Sam,Reporting,347,402,yes,2026-05-31
Cato,Writing,84,324,yes,2026-08-12
Cato,Checking,224,381,yes,2026-08-16
Vera,Checking,339,209,yes,2026-07-16
Cato,Writing,291,247,no,2026-07-29
Lena,Writing,294,507,yes,2026-06-07
Cato,Research,112,139,yes,2026-06-27
Sam,Checking,122,72,yes,2026-08-26
Cato,Checking,300,395,no,2026-06-11
Vera,Writing,76,373,no,2026-07-08
Cato,Checking,374,386,yes,2026-08-29
Sam,Writing,410,130,yes,2026-09-04
Cato,Checking,157,269,no,2026-08-13
Vera,Writing,281,339,no,2026-06-12
Sam,Checking,235,217,no,2026-08-26
Cato,Reporting,2,117,yes,2026-09-10
Vera,Writing,312,373,yes,2026-07-09
Sam,Writing,-21,277,no,2026-06-02
Vera,Checking,292,244,yes,2026-09-01
Vera,Reporting,395,314,yes,2026-05-30
Cato,Research,262,151,no,2026-05-25
Cato,Research,291,428,yes,2026-09-18
Lena,Writing,146,214,yes,2026-06-13
Cato,Writing,51,-98,yes,2026-07-21
Cato,Writing,240,389,no,2026-07-05
Cato,Writing,118,303,no,2026-06-30
Cato,Writing,256,221,yes,2026-08-12
Cato,Research,261,250,yes,2026-09-10
Cato,Checking,277,278,yes,2026-08-13
Lena,Checking,422,458,yes,2026-06-16
Lena,Research,90,83,no,2026-07-25
Lena,Checking,9,-42,yes,2026-09-17
Cato,Writing,301,279,yes,2026-06-02
Cato,Checking,35,406,no,2026-08-16
Sam,Checking,354,268,no,2026-07-06
Sam,Checking,350,294,no,2026-08-10
Cato,Research,216,197,no,2026-06-10
Vera,Checking,381,331,yes,2026-08-07
Sam,Writing,221,218,no,2026-06-16
Cato,Writing,127,-45,no,2026-06-20
Sam,Writing,187,286,no,2026-07-28
Cato,Writing,-65,413,no,2026-08-25
Sam,Writing,253,248,no,2026-09-20
Cato,Research,414,144,no,2026-06-23
Cato,Reporting,103,165,no,2026-06-11
Cato,Writing,287,454,yes,2026-09-17
Sam,Checking,86,182,no,2026-09-04
Cato,Writing,141,104,no,2026-07-30
Cato,Checking,306,264,yes,2026-09-10
Cato,Checking,108,332,no,2026-07-27
Cato,Writing,228,402,no,2026-08-26
Sam,Checking,283,331,yes,2026-08-18
Cato,Research,300,291,no,2026-09-10
Cato,Reporting,275,304,yes,2026-08-02
Vera,Reporting,195,112,yes,2026-09-12
Vera,Checking,-4,-63,yes,2026-07-08
Vera,Checking,363,262,no,2026-08-02
Sam,Writing,134,262,no,2026-08-12
Cato,Checking,335,215,no,2026-07-17
Cato,Checking,405,286,no,2026-09-14
Lena,Writing,154,169,no,2026-09-08
Cato,Writing,439,323,yes,2026-08-08
Cato,Reporting,227,255,no,2026-09-10
Sam,Research,-30,53,no,2026-09-04
Sam,Checking,282,471,yes,2026-06-02
Sam,Checking,131,236,no,2026-07-20
Cato,Writing,308,201,no,2026-07-28
Lena,Checking,387,221,no,2026-06-29
Vera,Checking,250,196,no,2026-09-20
Cato,Writing,419,488,no,2026-05-24
Sam,Writing,156,90,yes,2026-06-06
Cato,Writing,92,-31,no,2026-07-20
Sam,Checking,232,286,yes,2026-07-15
Cato,Checking,19,308,yes,2026-07-24
Cato,Reporting,219,400,yes,2026-07-26
Lena,Research,309,132,yes,2026-09-18
Sam,Checking,225,268,no,2026-06-30
Vera,Checking,381,484,no,2026-08-20
Cato,Checking,97,108,yes,2026-08-09
Sam,Reporting,169,90,yes,2026-07-19
Lena,Checking,236,389,yes,2026-09-11
Sam,Checking,10,223,yes,2026-07-28
Cato,Checking,334,250,yes,2026-09-08
Cato,Checking,283,332,no,2026-08-27
Sam,Checking,121,277,no,2026-06-05
Sam,Checking,458,476,no,2026-08-16
Sam,Checking,199,101,no,2026-05-24
Sam,Checking,-10,23,no,2026-07-29
Sam,Reporting,327,377,no,2026-06-27
Sam,Checking,53,272,yes,2026-08-26
Cato,Checking,324,294,yes,2026-07-24
Sam,Checking,374,229,no,2026-06-05
Vera,Checking,265,271,yes,2026-07-30
Sam,Reporting,400,383,yes,2026-06-07
Sam,Writing,103,127,yes,2026-08-31
Vera,Checking,117,-36,no,2026-08-26
Cato,Checking,208,350,yes,2026-05-26
Sam,Writing,94,338,no,2026-09-06
Cato,Checking,340,307,yes,2026-07-29
Cato,Checking,229,162,no,2026-08-09
Sam,Reporting,158,234,no,2026-09-17
Vera,Reporting,470,491,no,2026-08-20
Vera,Checking,172,240,yes,2026-05-27
Lena,Checking,13,112,yes,2026-07-30
Cato,Checking,286,348,no,2026-06-13
Vera,Writing,-49,240,yes,2026-08-03
Sam,Checking,280,386,no,2026-09-08
Cato,Reporting,321,160,yes,2026-07-11
Cato,Writing,164,318,yes,2026-06-23
Vera,Research,319,287,yes,2026-09-15
Lena,Reporting,64,286,yes,2026-08-26
Lena,Checking,165,8,yes,2026-06-27
Cato,Writing,305,452,no,2026-05-28
Sam,Writing,77,406,yes,2026-07-06
Cato,Checking,305,206,yes,2026-08-29
Sam,Checking,228,256,yes,2026-09-07
Sam,Writing,300,224,yes,2026-09-18
Sam,Writing,451,412,no,2026-07-29
Cato,Checking,108,235,yes,2026-08-20
Cato,Writing,96,49,no,2026-07-24
Cato,Checking,235,264,no,2026-06-24
Lena,Writing,-3,197,no,2026-07-30
Sam,Checking,343,373,yes,2026-07-26
Sam,Writing,336,196,no,2026-09-06
Sam,Checking,212,135,no,2026-06-11
Vera,Checking,381,307,no,2026-09-14
Sam,Checking,82,267,no,2026-08-30
Lena,Checking,21,-10,no,2026-07-30
Sam,Checking,289,363,yes,2026-07-21
Sam,Checking,103,307,no,2026-06-24
Lena,Checking,253,200,yes,2026-06-22
Lena,Writing,399,128,yes,2026-07-23
Cato,Checking,103,261,yes,2026-05-25
Cato,Writing,397,466,no,2026-08-06
Sam,Checking,50,249,no,2026-05-31
Cato,Checking,104,73,no,2026-07-21
Sam,Reporting,292,364,yes,2026-08-24
Vera,Writing,58,224,yes,2026-07-01
Vera,Writing,258,311,yes,2026-08-06
Lena,Research,286,217,yes,2026-09-06
Cato,Checking,283,301,yes,2026-09-12
Vera,Writing,311,411,no,2026-07-09
Cato,Writing,152,229,yes,2026-09-05
Cato,Checking,115,-93,no,2026-06-17
Cato,Checking,366,371,no,2026-07-25
Sam,Checking,99,387,no,2026-06-06
Cato,Writing,295,338,yes,2026-06-30
Lena,Checking,223,288,yes,2026-08-29
Sam,Writing,239,252,yes,2026-06-08
Cato,Checking,291,427,no,2026-07-29
Vera,Checking,182,144,yes,2026-08-31
Sam,Writing,99,-22,no,2026-06-03
Cato,Research,382,328,no,2026-07-16
Sam,Reporting,29,354,yes,2026-07-02
Vera,Writing,231,329,no,2026-06-23
Cato,Research,365,316,yes,2026-08-14
Vera,Checking,137,211,no,2026-09-12
Cato,Checking,388,501,no,2026-08-15
Sam,Checking,146,200,no,2026-07-21
Lena,Research,135,4,yes,2026-06-17
Lena,Writing,254,361,yes,2026-06-14
Cato,Writing,-64,205,yes,2026-06-25
Vera,Writing,225,177,no,2026-09-18
Sam,Reporting,346,307,yes,2026-06-22
